,Menu,Day,Promotion,Month,Total_Qty,Sales_Status,Year,Date
380,Taro Latte,Sunday,Yes,1,23,Best Seller,2024,2024-01-14
381,Brownies,Sunday,No,1,23,Best Seller,2024,2024-01-14
382,Chicken Wings,Sunday,Yes,1,28,Best Seller,2024,2024-01-14
383,Brownies,Sunday,Yes,1,22,Best Seller,2024,2024-01-14
384,Es Kopi Susu Gula Aren,Sunday,No,1,17,Less Popular,2024,2024-01-14
385,Red Velvet Cake,Sunday,Yes,1,15,Best Seller,2024,2024-01-14
386,Tea Latte,Sunday,No,1,19,Best Seller,2024,2024-01-14
387,Tea Latte,Monday,Yes,1,15,Best Seller,2024,2024-01-15
388,Spaghetti,Monday,No,1,12,Less Popular,2024,2024-01-15
389,Pain au Chocolat,Monday,No,1,14,Less Popular,2024,2024-01-15
390,Peach Tea,Monday,Yes,1,13,Less Popular,2024,2024-01-15
391,Red Velvet Cake,Monday,No,1,11,Less Popular,2024,2024-01-15
392,Iced Latte,Monday,No,1,16,Less Popular,2024,2024-01-15
393,Cheesecake,Monday,No,1,11,Less Popular,2024,2024-01-15
394,Red Velvet Latte,Monday,Yes,1,25,Best Seller,2024,2024-01-15
395,Americano,Monday,No,1,25,Best Seller,2024,2024-01-15
396,Tea Latte,Monday,No,1,9,Best Seller,2024,2024-01-15
397,Es Kopi Susu Gula Aren,Monday,No,1,17,Less Popular,2024,2024-01-15
398,Iced Americano,Monday,No,1,19,Less Popular,2024,2024-01-15
399,Chicken Wings,Monday,Yes,1,16,Best Seller,2024,2024-01-15
400,Brownies,Monday,No,1,12,Less Popular,2024,2024-01-15
401,Cold Brew,Monday,Yes,1,17,Best Seller,2024,2024-01-15
402,Flat White,Monday,Yes,1,25,Best Seller,2024,2024-01-15
403,Es Kopi Susu Gula Aren,Monday,No,1,17,Less Popular,2024,2024-01-15
404,Mocha,Monday,Yes,1,27,Best Seller,2024,2024-01-15
405,Chocolate,Monday,No,1,22,Best Seller,2024,2024-01-15
406,Matcha Latte,Monday,No,1,19,Best Seller,2024,2024-01-15
407,Iced Latte,Monday,No,1,14,Less Popular,2024,2024-01-15
408,Chocolate,Monday,No,1,24,Best Seller,2024,2024-01-15
409,Spaghetti,Monday,No,1,11,Less Popular,2024,2024-01-15
410,Cookies,Tuesday,No,1,15,Less Popular,2024,2024-01-16
411,Tea Latte,Tuesday,Yes,1,12,Best Seller,2024,2024-01-16
412,Red Velvet Cake,Tuesday,Yes,1,11,Less Popular,2024,2024-01-16
413,Cookies,Tuesday,Yes,1,18,Best Seller,2024,2024-01-16
414,Muffin,Tuesday,No,1,12,Less Popular,2024,2024-01-16
415,Mineral Water,Tuesday,Yes,1,13,Less Popular,2024,2024-01-16
416,Taro Latte,Tuesday,No,1,15,Best Seller,2024,2024-01-16
417,Iced Latte,Tuesday,No,1,17,Less Popular,2024,2024-01-16
418,Matcha Latte,Tuesday,No,1,21,Best Seller,2024,2024-01-16
419,Burger,Tuesday,No,1,13,Less Popular,2024,2024-01-16
420,Green Tea,Tuesday,Yes,1,11,Less Popular,2024,2024-01-16
421,Tea Latte,Tuesday,No,1,12,Best Seller,2024,2024-01-16
422,Iced Latte,Tuesday,No,1,12,Less Popular,2024,2024-01-16
423,Donut,Tuesday,Yes,1,22,Best Seller,2024,2024-01-16
424,Matcha Latte,Tuesday,Yes,1,29,Best Seller,2024,2024-01-16
425,Mocha,Tuesday,Yes,1,26,Best Seller,2024,2024-01-16
426,Peach Tea,Tuesday,No,1,9,Less Popular,2024,2024-01-16
427,Spaghetti,Tuesday,Yes,1,13,Less Popular,2024,2024-01-16
428,Burger,Tuesday,Yes,1,13,Best Seller,2024,2024-01-16
429,Flat White,Tuesday,Yes,1,21,Best Seller,2024,2024-01-16
430,Croissant,Tuesday,Yes,1,19,Best Seller,2024,2024-01-16
431,Croissant,Tuesday,Yes,1,19,Best Seller,2024,2024-01-16
432,Peach Tea,Tuesday,No,1,10,Less Popular,2024,2024-01-16
433,Americano,Tuesday,No,1,25,Best Seller,2024,2024-01-16
434,Chocolate,Tuesday,No,1,18,Best Seller,2024,2024-01-16
435,Red Velvet Cake,Tuesday,No,1,9,Less Popular,2024,2024-01-16
436,Mocha,Wednesday,No,1,18,Best Seller,2024,2024-01-17
437,Taro Latte,Wednesday,No,1,20,Best Seller,2024,2024-01-17
438,Lemon Tea,Wednesday,Yes,1,13,Less Popular,2024,2024-01-17
439,Tiramisu,Wednesday,No,1,12,Less Popular,2024,2024-01-17
440,Latte,Wednesday,Yes,1,37,Best Seller,2024,2024-01-17
441,Matcha Latte,Wednesday,Yes,1,26,Best Seller,2024,2024-01-17
442,Cinnamon Roll,Wednesday,Yes,1,17,Best Seller,2024,2024-01-17
443,Muffin,Wednesday,No,1,13,Less Popular,2024,2024-01-17
444,Green Tea,Wednesday,No,1,9,Less Popular,2024,2024-01-17
445,Muffin,Wednesday,No,1,11,Less Popular,2024,2024-01-17
446,Muffin,Wednesday,No,1,12,Less Popular,2024,2024-01-17
447,Vietnamese Coffee,Wednesday,No,1,7,Less Popular,2024,2024-01-17
448,Lemon Tea,Wednesday,No,1,12,Less Popular,2024,2024-01-17
449,Taro Latte,Wednesday,No,1,16,Best Seller,2024,2024-01-17
450,Pain au Chocolat,Wednesday,No,1,14,Less Popular,2024,2024-01-17
451,Cookies,Wednesday,No,1,14,Less Popular,2024,2024-01-17
452,Taro Latte,Wednesday,No,1,21,Best Seller,2024,2024-01-17
453,Peach Tea,Wednesday,Yes,1,12,Less Popular,2024,2024-01-17
454,Matcha Latte,Wednesday,No,1,20,Best Seller,2024,2024-01-17
455,Peach Tea,Wednesday,No,1,9,Less Popular,2024,2024-01-17
456,Red Velvet Cake,Wednesday,No,1,11,Less Popular,2024,2024-01-17
457,Americano,Wednesday,No,1,29,Best Seller,2024,2024-01-17
458,Taro Latte,Wednesday,Yes,1,21,Best Seller,2024,2024-01-17
459,Lychee Tea,Wednesday,Yes,1,23,Less Popular,2024,2024-01-17
460,Es Kopi Susu Gula Aren,Wednesday,No,1,20,Less Popular,2024,2024-01-17
461,Croissant,Wednesday,No,1,14,Less Popular,2024,2024-01-17
462,Iced Americano,Thursday,Yes,1,26,Best Seller,2024,2024-01-18
463,Green Tea,Thursday,No,1,8,Less Popular,2024,2024-01-18
464,Pain au Chocolat,Thursday,No,1,14,Less Popular,2024,2024-01-18
465,Sandwich,Thursday,Yes,1,13,Best Seller,2024,2024-01-18
466,Mineral Water,Thursday,Yes,1,12,Less Popular,2024,2024-01-18
467,Espresso,Thursday,Yes,1,21,Best Seller,2024,2024-01-18
468,Es Kopi Susu Gula Aren,Thursday,No,1,18,Less Popular,2024,2024-01-18
469,Cheesecake,Thursday,No,1,10,Less Popular,2024,2024-01-18
470,Affogato,Thursday,No,1,8,Best Seller,2024,2024-01-18
471,Iced Americano,Thursday,No,1,20,Less Popular,2024,2024-01-18
472,Lychee Tea,Thursday,Yes,1,16,Less Popular,2024,2024-01-18
473,Vietnamese Coffee,Thursday,No,1,7,Less Popular,2024,2024-01-18
474,French Fries,Thursday,Yes,1,25,Best Seller,2024,2024-01-18
475,Latte,Thursday,No,1,29,Best Seller,2024,2024-01-18
476,Lychee Tea,Thursday,No,1,14,Less Popular,2024,2024-01-18
477,Cinnamon Roll,Thursday,No,1,15,Less Popular,2024,2024-01-18
478,Tea Latte,Thursday,No,1,11,Best Seller,2024,2024-01-18
479,Cinnamon Roll,Thursday,Yes,1,17,Best Seller,2024,2024-01-18
480,Lychee Tea,Thursday,No,1,10,Less Popular,2024,2024-01-18
481,Spaghetti,Thursday,No,1,10,Less Popular,2024,2024-01-18
482,Peach Tea,Thursday,No,1,8,Less Popular,2024,2024-01-18
483,Cinnamon Roll,Thursday,No,1,15,Less Popular,2024,2024-01-18
484,Latte,Thursday,Yes,1,29,Best Seller,2024,2024-01-18
485,Macchiato,Friday,Yes,1,25,Best Seller,2024,2024-01-19
486,Red Velvet Cake,Friday,No,1,10,Best Seller,2024,2024-01-19
487,Macchiato,Friday,No,1,17,Best Seller,2024,2024-01-19
488,Cheesecake,Friday,Yes,1,13,Best Seller,2024,2024-01-19
489,Mineral Water,Friday,Yes,1,10,Less Popular,2024,2024-01-19
490,Affogato,Friday,No,1,10,Best Seller,2024,2024-01-19
491,Chicken Wings,Friday,No,1,19,Best Seller,2024,2024-01-19
492,Brownies,Friday,Yes,1,16,Best Seller,2024,2024-01-19
493,Donut,Friday,Yes,1,27,Best Seller,2024,2024-01-19
494,Lychee Tea,Friday,Yes,1,19,Less Popular,2024,2024-01-19
495,Pain au Chocolat,Friday,No,1,18,Less Popular,2024,2024-01-19
496,Croissant,Friday,No,1,19,Less Popular,2024,2024-01-19
497,Cold Brew,Friday,Yes,1,12,Less Popular,2024,2024-01-19
498,Pain au Chocolat,Friday,Yes,1,16,Best Seller,2024,2024-01-19
499,Croissant,Friday,No,1,22,Less Popular,2024,2024-01-19
500,Red Velvet Latte,Friday,Yes,1,25,Best Seller,2024,2024-01-19
501,French Fries,Friday,No,1,22,Less Popular,2024,2024-01-19
502,Green Tea,Friday,Yes,1,12,Less Popular,2024,2024-01-19
503,Red Velvet Latte,Friday,No,1,27,Best Seller,2024,2024-01-19
504,Flat White,Friday,No,1,18,Best Seller,2024,2024-01-19
505,Matcha Latte,Friday,No,1,27,Best Seller,2024,2024-01-19
506,Cookies,Friday,No,1,15,Less Popular,2024,2024-01-19
507,Muffin,Friday,Yes,1,19,Best Seller,2024,2024-01-19
508,Pain au Chocolat,Friday,Yes,1,19,Best Seller,2024,2024-01-19
509,Burger,Friday,Yes,1,19,Best Seller,2024,2024-01-19
510,Vietnamese Coffee,Friday,No,1,6,Less Popular,2024,2024-01-19
511,Donut,Friday,Yes,1,28,Best Seller,2024,2024-01-19
512,Red Velvet Latte,Friday,No,1,20,Best Seller,2024,2024-01-19
513,Tiramisu,Friday,No,1,12,Best Seller,2024,2024-01-19
514,Croissant,Friday,No,1,20,Less Popular,2024,2024-01-19
515,Pain au Chocolat,Friday,Yes,1,21,Best Seller,2024,2024-01-19
516,Iced Americano,Friday,No,1,20,Less Popular,2024,2024-01-19
517,Donut,Friday,No,1,22,Less Popular,2024,2024-01-19
518,Burger,Saturday,No,1,28,Best Seller,2024,2024-01-20
519,Red Velvet Cake,Saturday,Yes,1,17,Best Seller,2024,2024-01-20
520,Iced Latte,Saturday,No,1,15,Less Popular,2024,2024-01-20
521,Brownies,Saturday,No,1,24,Best Seller,2024,2024-01-20
522,Mineral Water,Saturday,No,1,14,Less Popular,2024,2024-01-20
523,Tea Latte,Saturday,No,1,20,Best Seller,2024,2024-01-20
524,Peach Tea,Saturday,Yes,1,17,Best Seller,2024,2024-01-20
525,Muffin,Saturday,Yes,1,23,Best Seller,2024,2024-01-20
526,Cheesecake,Saturday,No,1,17,Best Seller,2024,2024-01-20
527,Flat White,Saturday,No,1,23,Best Seller,2024,2024-01-20
528,Macchiato,Saturday,Yes,1,16,Less Popular,2024,2024-01-20
529,Latte,Saturday,No,1,34,Best Seller,2024,2024-01-20
530,Cappuccino,Saturday,Yes,1,31,Best Seller,2024,2024-01-20
531,Vietnamese Coffee,Saturday,No,1,10,Less Popular,2024,2024-01-20
532,Croissant,Saturday,No,1,29,Best Seller,2024,2024-01-20
533,Spaghetti,Saturday,No,1,17,Best Seller,2024,2024-01-20
534,Iced Americano,Saturday,No,1,12,Less Popular,2024,2024-01-20
535,Peach Tea,Saturday,Yes,1,18,Best Seller,2024,2024-01-20
536,Chicken Wings,Saturday,No,1,30,Best Seller,2024,2024-01-20
537,Cookies,Saturday,No,1,23,Best Seller,2024,2024-01-20
538,Lemon Tea,Saturday,No,1,17,Less Popular,2024,2024-01-20
539,Lychee Tea,Saturday,Yes,1,23,Less Popular,2024,2024-01-20
540,Mocha,Sunday,Yes,1,24,Best Seller,2024,2024-01-21
541,Red Velvet Latte,Sunday,No,1,28,Best Seller,2024,2024-01-21
542,Green Tea,Sunday,No,1,13,Less Popular,2024,2024-01-21
543,Peach Tea,Sunday,Yes,1,18,Best Seller,2024,2024-01-21
544,Chicken Wings,Sunday,No,1,24,Best Seller,2024,2024-01-21
545,Vietnamese Coffee,Sunday,No,1,8,Less Popular,2024,2024-01-21
546,Chicken Wings,Sunday,No,1,30,Best Seller,2024,2024-01-21
547,Chicken Wings,Sunday,No,1,28,Best Seller,2024,2024-01-21
548,Latte,Sunday,Yes,1,31,Best Seller,2024,2024-01-21
549,Sandwich,Sunday,No,1,22,Best Seller,2024,2024-01-21
550,Cheesecake,Sunday,No,1,20,Best Seller,2024,2024-01-21
551,Muffin,Sunday,No,1,19,Best Seller,2024,2024-01-21
552,Green Tea,Sunday,No,1,15,Less Popular,2024,2024-01-21
553,Donut,Sunday,No,1,27,Best Seller,2024,2024-01-21
554,Cookies,Sunday,No,1,20,Best Seller,2024,2024-01-21
555,Flat White,Sunday,No,1,17,Best Seller,2024,2024-01-21
556,French Fries,Sunday,No,1,27,Best Seller,2024,2024-01-21
557,Chicken Wings,Sunday,No,1,29,Best Seller,2024,2024-01-21
558,Iced Latte,Sunday,No,1,17,Less Popular,2024,2024-01-21
559,Mocha,Sunday,Yes,1,20,Best Seller,2024,2024-01-21
560,Iced Americano,Sunday,No,1,12,Less Popular,2024,2024-01-21
561,Cheesecake,Sunday,Yes,1,19,Best Seller,2024,2024-01-21
562,Affogato,Sunday,No,1,18,Best Seller,2024,2024-01-21
563,Green Tea,Sunday,No,1,14,Less Popular,2024,2024-01-21
564,Red Velvet Cake,Sunday,Yes,1,18,Best Seller,2024,2024-01-21
565,Donut,Sunday,Yes,1,27,Best Seller,2024,2024-01-21
566,Green Tea,Sunday,No,1,12,Less Popular,2024,2024-01-21
567,Cinnamon Roll,Monday,No,1,14,Less Popular,2024,2024-01-22
568,Cinnamon Roll,Monday,Yes,1,19,Best Seller,2024,2024-01-22
569,Iced Latte,Monday,No,1,15,Less Popular,2024,2024-01-22
570,Americano,Monday,No,1,28,Best Seller,2024,2024-01-22
571,Tea Latte,Monday,Yes,1,15,Best Seller,2024,2024-01-22
572,Peach Tea,Monday,No,1,10,Less Popular,2024,2024-01-22
573,Toast,Monday,No,1,15,Less Popular,2024,2024-01-22
574,Chocolate,Monday,No,1,20,Best Seller,2024,2024-01-22
575,Donut,Monday,No,1,16,Less Popular,2024,2024-01-22
576,Cookies,Monday,Yes,1,21,Best Seller,2024,2024-01-22
577,Matcha Latte,Monday,No,1,23,Best Seller,2024,2024-01-22
578,Red Velvet Latte,Monday,No,1,20,Best Seller,2024,2024-01-22
579,Lemon Tea,Monday,No,1,9,Less Popular,2024,2024-01-22
580,Cappuccino,Monday,No,1,22,Best Seller,2024,2024-01-22
581,Macchiato,Monday,No,1,20,Best Seller,2024,2024-01-22
582,Mineral Water,Monday,No,1,7,Less Popular,2024,2024-01-22
583,Iced Latte,Monday,No,1,16,Less Popular,2024,2024-01-22
584,Chicken Wings,Monday,Yes,1,20,Best Seller,2024,2024-01-22
585,Chocolate,Monday,No,1,20,Best Seller,2024,2024-01-22
586,Peach Tea,Monday,No,1,11,Less Popular,2024,2024-01-22
587,Iced Latte,Monday,No,1,17,Less Popular,2024,2024-01-22
588,Flat White,Monday,No,1,17,Best Seller,2024,2024-01-22
589,Affogato,Monday,No,1,9,Best Seller,2024,2024-01-22
590,Donut,Monday,No,1,21,Less Popular,2024,2024-01-22
591,Spaghetti,Monday,Yes,1,13,Less Popular,2024,2024-01-22
592,Matcha Latte,Monday,No,1,19,Best Seller,2024,2024-01-22
593,Burger,Monday,Yes,1,14,Best Seller,2024,2024-01-22
594,Chicken Wings,Monday,No,1,16,Less Popular,2024,2024-01-22
595,Red Velvet Latte,Monday,No,1,20,Best Seller,2024,2024-01-22
596,Sandwich,Monday,No,1,13,Less Popular,2024,2024-01-22
597,Peach Tea,Monday,Yes,1,13,Less Popular,2024,2024-01-22
598,Donut,Monday,No,1,17,Less Popular,2024,2024-01-22
599,Toast,Monday,No,1,14,Less Popular,2024,2024-01-22
600,Flat White,Monday,No,1,20,Best Seller,2024,2024-01-22
601,Croissant,Monday,Yes,1,21,Best Seller,2024,2024-01-22
602,Cinnamon Roll,Monday,No,1,15,Less Popular,2024,2024-01-22
603,Spaghetti,Tuesday,No,1,11,Less Popular,2024,2024-01-23
604,Red Velvet Cake,Tuesday,Yes,1,11,Less Popular,2024,2024-01-23
605,Taro Latte,Tuesday,No,1,18,Best Seller,2024,2024-01-23
606,Toast,Tuesday,Yes,1,18,Best Seller,2024,2024-01-23
607,Cappuccino,Tuesday,No,1,24,Best Seller,2024,2024-01-23
608,Vietnamese Coffee,Tuesday,No,1,8,Less Popular,2024,2024-01-23
609,Es Kopi Susu Gula Aren,Tuesday,Yes,1,26,Less Popular,2024,2024-01-23
610,Latte,Tuesday,No,1,32,Best Seller,2024,2024-01-23
611,Cold Brew,Tuesday,No,1,13,Less Popular,2024,2024-01-23
612,Croissant,Tuesday,Yes,1,21,Best Seller,2024,2024-01-23
613,Mocha,Tuesday,No,1,21,Best Seller,2024,2024-01-23
614,Iced Americano,Tuesday,Yes,1,26,Best Seller,2024,2024-01-23
615,Mocha,Tuesday,Yes,1,24,Best Seller,2024,2024-01-23
616,Burger,Tuesday,No,1,13,Less Popular,2024,2024-01-23
617,Red Velvet Latte,Tuesday,No,1,19,Best Seller,2024,2024-01-23
618,Toast,Tuesday,No,1,15,Less Popular,2024,2024-01-23
619,Matcha Latte,Tuesday,Yes,1,26,Best Seller,2024,2024-01-23
620,Muffin,Tuesday,Yes,1,16,Best Seller,2024,2024-01-23
621,Donut,Tuesday,No,1,17,Less Popular,2024,2024-01-23
622,Es Kopi Susu Gula Aren,Wednesday,Yes,1,27,Less Popular,2024,2024-01-24
623,Mocha,Wednesday,No,1,28,Best Seller,2024,2024-01-24
624,Red Velvet Latte,Wednesday,No,1,19,Best Seller,2024,2024-01-24
625,Tea Latte,Wednesday,Yes,1,13,Best Seller,2024,2024-01-24
626,Green Tea,Wednesday,No,1,9,Less Popular,2024,2024-01-24
627,Es Kopi Susu Gula Aren,Wednesday,Yes,1,20,Less Popular,2024,2024-01-24
628,Red Velvet Latte,Wednesday,Yes,1,19,Best Seller,2024,2024-01-24
629,Flat White,Wednesday,Yes,1,23,Best Seller,2024,2024-01-24
630,French Fries,Wednesday,No,1,16,Less Popular,2024,2024-01-24
631,Red Velvet Cake,Wednesday,No,1,10,Less Popular,2024,2024-01-24
632,Burger,Wednesday,No,1,12,Less Popular,2024,2024-01-24
633,Red Velvet Cake,Wednesday,Yes,1,10,Less Popular,2024,2024-01-24
634,Chocolate,Wednesday,No,1,21,Best Seller,2024,2024-01-24
635,Peach Tea,Wednesday,No,1,10,Less Popular,2024,2024-01-24
636,Croissant,Wednesday,No,1,18,Less Popular,2024,2024-01-24
637,Iced Latte,Wednesday,No,1,15,Less Popular,2024,2024-01-24
638,Tiramisu,Wednesday,No,1,13,Less Popular,2024,2024-01-24
639,Peach Tea,Wednesday,No,1,12,Less Popular,2024,2024-01-24
640,Red Velvet Cake,Wednesday,No,1,9,Less Popular,2024,2024-01-24
641,Americano,Wednesday,No,1,30,Best Seller,2024,2024-01-24
642,Tiramisu,Wednesday,No,1,11,Less Popular,2024,2024-01-24
643,Mocha,Wednesday,No,1,25,Best Seller,2024,2024-01-24
644,Mineral Water,Wednesday,No,1,7,Less Popular,2024,2024-01-24
645,Muffin,Wednesday,No,1,10,Less Popular,2024,2024-01-24
646,Pain au Chocolat,Wednesday,Yes,1,17,Best Seller,2024,2024-01-24
647,Donut,Wednesday,Yes,1,21,Best Seller,2024,2024-01-24
648,Espresso,Wednesday,No,1,15,Best Seller,2024,2024-01-24
649,Taro Latte,Thursday,No,1,15,Best Seller,2024,2024-01-25
650,Matcha Latte,Thursday,No,1,20,Best Seller,2024,2024-01-25
651,Cappuccino,Thursday,No,1,24,Best Seller,2024,2024-01-25
652,French Fries,Thursday,Yes,1,21,Best Seller,2024,2024-01-25
653,French Fries,Thursday,No,1,18,Less Popular,2024,2024-01-25
654,Cheesecake,Thursday,No,1,10,Less Popular,2024,2024-01-25
655,Iced Americano,Thursday,No,1,23,Less Popular,2024,2024-01-25
656,Affogato,Thursday,Yes,1,9,Best Seller,2024,2024-01-25
657,Chicken Wings,Thursday,Yes,1,17,Best Seller,2024,2024-01-25
658,Es Kopi Susu Gula Aren,Thursday,No,1,18,Less Popular,2024,2024-01-25
659,Pain au Chocolat,Thursday,No,1,14,Less Popular,2024,2024-01-25
660,Peach Tea,Thursday,No,1,9,Less Popular,2024,2024-01-25
661,Es Kopi Susu Gula Aren,Thursday,No,1,19,Less Popular,2024,2024-01-25
662,Es Kopi Susu Gula Aren,Thursday,No,1,17,Less Popular,2024,2024-01-25
663,Sandwich,Thursday,No,1,10,Less Popular,2024,2024-01-25
664,Cold Brew,Thursday,No,1,11,Less Popular,2024,2024-01-25
665,Brownies,Thursday,No,1,14,Less Popular,2024,2024-01-25
666,Lychee Tea,Thursday,No,1,12,Less Popular,2024,2024-01-25
667,Tea Latte,Thursday,No,1,11,Best Seller,2024,2024-01-25
668,Red Velvet Latte,Thursday,No,1,20,Best Seller,2024,2024-01-25
669,Cheesecake,Thursday,Yes,1,13,Best Seller,2024,2024-01-25
670,Macchiato,Thursday,No,1,23,Best Seller,2024,2024-01-25
671,Red Velvet Latte,Thursday,No,1,18,Best Seller,2024,2024-01-25
672,Iced Americano,Thursday,Yes,1,26,Best Seller,2024,2024-01-25
673,Toast,Thursday,Yes,1,17,Best Seller,2024,2024-01-25
674,Es Kopi Susu Gula Aren,Thursday,No,1,18,Less Popular,2024,2024-01-25
675,Latte,Thursday,No,1,31,Best Seller,2024,2024-01-25
676,Croissant,Thursday,No,1,12,Less Popular,2024,2024-01-25
677,Cold Brew,Thursday,Yes,1,14,Best Seller,2024,2024-01-25
678,Tiramisu,Friday,No,1,15,Best Seller,2024,2024-01-26
679,Toast,Friday,No,1,17,Less Popular,2024,2024-01-26
680,Tiramisu,Friday,Yes,1,15,Best Seller,2024,2024-01-26
681,Espresso,Friday,Yes,1,16,Best Seller,2024,2024-01-26
682,Sandwich,Friday,No,1,13,Best Seller,2024,2024-01-26
683,Tea Latte,Friday,No,1,14,Best Seller,2024,2024-01-26
684,Burger,Friday,Yes,1,17,Best Seller,2024,2024-01-26
685,Red Velvet Cake,Friday,Yes,1,13,Best Seller,2024,2024-01-26
686,Chocolate,Friday,Yes,1,30,Best Seller,2024,2024-01-26
687,Cheesecake,Friday,Yes,1,15,Best Seller,2024,2024-01-26
688,Red Velvet Cake,Friday,Yes,1,13,Best Seller,2024,2024-01-26
689,Tea Latte,Friday,Yes,1,17,Best Seller,2024,2024-01-26
690,Flat White,Friday,No,1,19,Best Seller,2024,2024-01-26
691,Cookies,Friday,Yes,1,24,Best Seller,2024,2024-01-26
692,Cappuccino,Friday,No,1,28,Best Seller,2024,2024-01-26
693,Latte,Friday,No,1,24,Best Seller,2024,2024-01-26
694,Mineral Water,Friday,Yes,1,11,Less Popular,2024,2024-01-26
695,Cookies,Friday,Yes,1,21,Best Seller,2024,2024-01-26
696,Es Kopi Susu Gula Aren,Friday,No,1,20,Less Popular,2024,2024-01-26
697,Red Velvet Cake,Friday,No,1,13,Best Seller,2024,2024-01-26
698,Sandwich,Friday,No,1,15,Best Seller,2024,2024-01-26
699,Spaghetti,Friday,No,1,14,Best Seller,2024,2024-01-26
700,Muffin,Friday,No,1,14,Less Popular,2024,2024-01-26
701,Cinnamon Roll,Friday,Yes,1,20,Best Seller,2024,2024-01-26
702,Peach Tea,Saturday,No,1,16,Less Popular,2024,2024-01-27
703,Affogato,Saturday,No,1,17,Best Seller,2024,2024-01-27
704,Latte,Saturday,Yes,1,25,Best Seller,2024,2024-01-27
705,Tiramisu,Saturday,No,1,20,Best Seller,2024,2024-01-27
706,Donut,Saturday,Yes,1,33,Best Seller,2024,2024-01-27
707,Taro Latte,Saturday,Yes,1,20,Best Seller,2024,2024-01-27
708,Lemon Tea,Saturday,No,1,17,Less Popular,2024,2024-01-27
709,Red Velvet Cake,Saturday,Yes,1,17,Best Seller,2024,2024-01-27
710,Iced Latte,Saturday,No,1,18,Less Popular,2024,2024-01-27
711,Muffin,Saturday,Yes,1,21,Best Seller,2024,2024-01-27
712,Toast,Saturday,Yes,1,25,Best Seller,2024,2024-01-27
713,Latte,Saturday,No,1,23,Best Seller,2024,2024-01-27
714,Lychee Tea,Saturday,No,1,19,Less Popular,2024,2024-01-27
715,Chicken Wings,Saturday,Yes,1,31,Best Seller,2024,2024-01-27
716,Cold Brew,Saturday,No,1,8,Less Popular,2024,2024-01-27
717,Iced Latte,Saturday,Yes,1,21,Less Popular,2024,2024-01-27
718,Croissant,Saturday,Yes,1,30,Best Seller,2024,2024-01-27
719,Pain au Chocolat,Saturday,Yes,1,28,Best Seller,2024,2024-01-27
720,Cinnamon Roll,Saturday,No,1,18,Best Seller,2024,2024-01-27
721,Spaghetti,Saturday,No,1,19,Best Seller,2024,2024-01-27
722,Taro Latte,Saturday,No,1,29,Best Seller,2024,2024-01-27
723,Cappuccino,Sunday,No,1,24,Best Seller,2024,2024-01-28
724,Espresso,Sunday,Yes,1,8,Less Popular,2024,2024-01-28
725,Chicken Wings,Sunday,No,1,25,Best Seller,2024,2024-01-28
726,Cinnamon Roll,Sunday,No,1,22,Best Seller,2024,2024-01-28
727,Burger,Sunday,Yes,1,28,Best Seller,2024,2024-01-28
728,French Fries,Sunday,Yes,1,33,Best Seller,2024,2024-01-28
729,Sandwich,Sunday,No,1,19,Best Seller,2024,2024-01-28
730,Pain au Chocolat,Sunday,No,1,27,Best Seller,2024,2024-01-28
731,Vietnamese Coffee,Sunday,Yes,1,10,Less Popular,2024,2024-01-28
732,Latte,Sunday,No,1,35,Best Seller,2024,2024-01-28
733,Es Kopi Susu Gula Aren,Sunday,Yes,1,22,Less Popular,2024,2024-01-28
734,Cappuccino,Sunday,Yes,1,26,Best Seller,2024,2024-01-28
735,Sandwich,Sunday,No,1,26,Best Seller,2024,2024-01-28
736,Espresso,Sunday,Yes,1,8,Less Popular,2024,2024-01-28
737,Lemon Tea,Sunday,No,1,18,Less Popular,2024,2024-01-28
738,Mocha,Sunday,No,1,27,Best Seller,2024,2024-01-28
739,Cookies,Sunday,No,1,27,Best Seller,2024,2024-01-28
740,French Fries,Sunday,No,1,29,Best Seller,2024,2024-01-28
741,Donut,Sunday,Yes,1,26,Best Seller,2024,2024-01-28
742,Red Velvet Latte,Sunday,Yes,1,30,Best Seller,2024,2024-01-28
743,Burger,Sunday,Yes,1,21,Best Seller,2024,2024-01-28
744,Muffin,Sunday,No,1,22,Best Seller,2024,2024-01-28
745,Mineral Water,Sunday,Yes,1,14,Less Popular,2024,2024-01-28
746,Chocolate,Sunday,No,1,33,Best Seller,2024,2024-01-28
747,Muffin,Sunday,Yes,1,20,Best Seller,2024,2024-01-28
748,Peach Tea,Sunday,No,1,19,Less Popular,2024,2024-01-28
